Sample,genome,Read Count,Mean,covered_fraction,Length
3000m3000m,A4500m150m.64,208,0.0053971433,0.0018173531,2209257
3000m3000m,R4000m150m.206,299,0.0095651,0.0031502084,1742107
3000m3000m,A3500m3000m.231,119513,7.29397,0.94985664,2094954
3000m3000m,A4500m150m.289,2537,0.082932726,0.029240064,2502320
3000m3000m,A4000m500m.31,3614,0.4433817,0.082004435,850893
3000m3000m,A4500m3000m.187,22369,1.3868161,0.531736,1936901
3000m3000m,A4500m3000m.62,26727,0.5772475,0.27649814,5797258
3000m3000m,A4500m150m.39,300,0.010618329,0.0031700847,1381982
3000m3000m,R4500m150m.319,129,0.0027319922,0.001318591,1848185
3000m3000m,A3000m50m.101,3674,0.12854208,0.010431858,1581885
3000m3000m,A3000m3000m.103,114559,7.7528653,0.99923056,2071594
3000m3000m,A4000m500m.118,23355,2.2723272,0.117557995,1021096
3000m3000m,A4500m2000m.176,34779,0.8737833,0.31348658,3495400
3000m3000m,R3500m50m.180,109,0.004744485,0.0015739877,1517801
3000m3000m,A3000m500m.32,2318,0.116890065,0.03915162,1487729
3000m3000m,A4500m4000m.71,17402,1.7410758,0.6197159,1263792
3000m3000m,A3500m150m.181,204,0.006224922,0.0028783823,1696439
3000m3000m,A4000m150m.179,1150,0.0538884,0.01959302,2292653
3000m3000m,A4500m500m.233,26192,2.0420227,0.18797106,1346436
3000m3000m,A500m50m.248,38785,0.39516643,0.14612526,1464319
3000m3000m,R4500m4000m.208,44876,3.0598967,0.8530306,2044780
3000m3000m,A4000m150m.217,10880,0.78727454,0.08302577,776253
3000m3000m,R3000m500m.64,19746,2.2507298,0.1463892,733121
3000m3000m,A4000m50m.79,273,0.011658413,0.005576319,987031
3000m3000m,R500m50m.289,5193,0.26391473,0.15354557,2439595
3000m3000m,R4000m1000m.202,1743,0.06563263,0.018877234,2819004
3000m3000m,A3500m2000m.96,290131,9.60914,0.96802753,4285874
3000m3000m,R3000m2000m.79,167686,11.835892,0.9527803,2001643
3000m3000m,R3500m150m.202,945,0.036669202,0.01455047,1080240
3000m3000m,A3000m3000m.101,84894,6.5218863,0.9994043,1787863
3000m3000m,A3500m150m.343,3133,0.26884845,0.026579706,1379022
3000m3000m,A3000m3000m.276,302655,11.985591,0.99973285,3555877
3000m3000m,A4500m4000m.7,761,0.08911063,0.057942618,1049849
3000m3000m,R3000m1000m.189,5954,0.113002926,0.03406801,4352940
3000m3000m,A3000m2000m.233,222082,9.220558,0.8915242,3333702
3000m3000m,R3500m150m.214,443,0.016013483,0.0046907463,2398339
3000m3000m,A4500m150m.141,2613,0.044287946,0.0037242246,3216777
3000m3000m,R3000m50m.162,1357,0.024853645,0.0062829526,2753005
3000m3000m,A3500m1000m.112,5172,0.36966354,0.012554953,1513108
3000m3000m,A4500m4000m.326,109906,3.0052855,0.8048717,5040683
3000m3000m,A3000m3000m.40,368161,14.828502,0.9995757,3445352
3000m3000m,A3000m500m.248,1601,0.1288202,0.022117537,1106588
3000m3000m,A3000m500m.158,4208,0.07229141,0.04139998,5660051
3000m3000m,A4500m500m.126,564,0.04695649,0.018293958,1190885
3000m3000m,A3000m150m.250,2618,0.10108405,0.033501875,2710117
3000m3000m,R4000m150m.21,5193,0.3915284,0.05746181,1208246
3000m3000m,R4500m4000m.209,133764,5.5680313,0.9494395,3344076
3000m3000m,R4000m3000m.189,256697,10.09149,0.99067277,3590894
3000m3000m,A4500m4000m.243,5076,0.25879443,0.1475934,2661508
3000m3000m,A4000m50m.36,1097,0.054350957,0.032386538,1856018
3000m3000m,R3500m3000m.162,330473,8.075351,0.97922474,5728306
3000m3000m,A4500m150m.156,3345,0.16986868,0.06993656,1664480
3000m3000m,R500m50m.275,2326,0.14202072,0.027955504,1077498
3000m3000m,A4500m4000m.30,87972,6.9801254,0.93208903,1732519
3000m3000m,A4500m4000m.112,221247,8.145529,0.5809435,3483590
3000m3000m,A500m50m.173,3397,0.07817672,0.015523427,3430428
3000m3000m,A3000m50m.11,1945,0.043834414,0.004822557,2110706
3000m3000m,A500m50m.96,8928,0.12817404,0.040602367,5958224
3000m3000m,A3500m150m.58,317,0.0077896565,0.002461099,1379465
3000m3000m,R4500m150m.240,891,0.032901958,0.011795124,2448639
3000m3000m,A4000m2000m.83,68516,3.8503082,0.89607286,2460945
3000m3000m,A3500m1000m.189,11264,0.7096905,0.17113233,1584499
3000m3000m,A4000m150m.78,2478,0.11727794,0.026103683,1334601
3000m3000m,A3000m150m.135,12011,0.5078928,0.13033845,2701444
3000m3000m,A3000m500m.270,3836,0.1564371,0.047619317,2301860
3000m3000m,A3500m50m.157,2243,0.104247004,0.061553665,2308506
3000m3000m,A4500m150m.287,2266,0.24224289,0.018685333,990670
3000m3000m,R3000m50m.275,1420,0.042541143,0.002216489,2079866
3000m3000m,A3500m1000m.86,18826,0.6214403,0.18909673,3991851
3000m3000m,R4500m150m.132,1743,0.08495835,0.0070365337,1955082
3000m3000m,A500m50m.182,363,0.022006266,0.0107983565,1443553
3000m3000m,A4000m50m.76,590,0.034760647,0.014925629,1049001
3000m3000m,A3500m150m.171,3904,0.055906747,0.009342643,3852871
3000m3000m,A4500m150m.316,7719,0.13215499,0.029284017,5331782
3000m3000m,A3000m3000m.181,247360,22.450272,0.9992097,1519715
3000m3000m,A4500m2000m.87,84284,4.207847,0.81032157,2828566
3000m3000m,A4000m50m.191,1290,0.08876417,0.04228366,1245753
3000m3000m,R3500m3000m.57,1154397,107.786064,0.99938405,1500082
3000m3000m,A4500m2000m.12,137094,8.362417,0.50538737,1899080
3000m3000m,R3500m50m.298,263,0.009576525,0.005514404,1861126
3000m3000m,A500m50m.226,453,0.022705276,0.01406695,1752121
3000m3000m,A500m50m.221,5729,0.1719098,0.085470185,2560975
3000m3000m,A500m50m.196,2238,0.08151845,0.021052845,2026852
3000m3000m,A4500m4000m.151,4050066,618.3943,0.99289584,901585
3000m3000m,R3000m1000m.77,25845,0.6427518,0.1342424,4584118
3000m3000m,R4500m3000m.168,108957,4.5197988,0.9316583,3331992
3000m3000m,A3000m2000m.127,5738,0.35435006,0.17520325,2038267
3000m3000m,R3500m50m.152,193,0.005518291,0.0013700203,1418957
3000m3000m,A4000m500m.153,47469,4.214294,0.49563736,1477770
3000m3000m,A4000m2000m.221,3061476,76.64041,0.99606353,5629114
3000m3000m,A500m50m.235,7689,0.18505487,0.07890947,4228884
3000m3000m,A500m150m.244,6064,0.3095806,0.03818159,1670648
3000m3000m,A3000m3000m.154,111854,15.377366,0.9984694,996999
3000m3000m,R3500m500m.112,2148,0.15122047,0.042426184,1838063
3000m3000m,A4500m4000m.36,29208,2.184921,0.7351955,1836959
3000m3000m,A500m50m.71,3781,0.19072104,0.07204689,1980016
3000m3000m,R4500m4000m.214,16260,1.9929261,0.7220991,1099597
3000m3000m,A3000m50m.119,3279,0.034292538,0.010219319,4546487
3000m3000m,A4500m150m.91,705,0.044357516,0.005992324,1180844
3000m3000m,R4500m3000m.127,14642,1.846575,0.6930829,1103008
3000m3000m,A4500m150m.101,982,0.02908265,0.011023236,2586899
3000m3000m,A4500m4000m.264,61357,1.8289974,0.6106883,4354645
3000m3000m,A3500m1000m.174,105714,9.924253,0.92798185,1124592
3000m3000m,A3000m50m.211,1191,0.021746801,0.0033453116,2091285
3000m3000m,A4000m150m.234,4116,0.43603083,0.027487604,1033957
3000m3000m,A4500m4000m.147,44467,1.0420475,0.40023717,5212969
3000m3000m,A4500m500m.212,771,0.06942716,0.010992518,786535
3000m3000m,A3000m500m.140,7974,0.27851835,0.086471364,3349791
3000m3000m,A4500m150m.142,160,0.0059589297,0.0023325644,1605529
3000m3000m,A4500m500m.158,35259,1.848659,0.35280874,2627140
3000m3000m,A4500m2000m.168,10335,0.46140814,0.22908273,2876057
3000m3000m,A3000m50m.303,1437,0.032241426,0.006902154,2395629
3000m3000m,A3500m2000m.213,900567,80.27795,0.91586065,1578940
3000m3000m,R4000m50m.179,28921,2.9224656,0.83386964,1400605
3000m3000m,A4500m3000m.19,7374,0.75078446,0.3606287,1305631
3000m3000m,R3000m3000m.23,147999,9.336639,0.9990494,2265969
3000m3000m,R4500m150m.66,1215,0.048853286,0.026742978,1895376
3000m3000m,A500m500m.31,523,0.050043087,0.016558038,1059425
3000m3000m,A3000m2000m.307,22358,1.318223,0.564527,2266572
3000m3000m,R4500m150m.352,222,0.004831673,0.0025672424,2282605
3000m3000m,R3000m3000m.16,495245,15.076901,0.9997596,4630505
3000m3000m,A4000m500m.121,988,0.024364432,0.0065537756,1775160
3000m3000m,A3500m1000m.120,172544,24.281782,0.76374036,860274
3000m3000m,R4000m3000m.162,394826,21.181995,0.99538386,2649836
3000m3000m,A4500m2000m.102,170954,14.672142,0.9775981,1418048
3000m3000m,A3500m1000m.13,7686,0.65878046,0.25247717,1283122
3000m3000m,A4500m2000m.144,10711,0.6666138,0.33846682,2065647
3000m3000m,A3000m150m.295,82587,8.123027,0.32774496,1278906
3000m3000m,R3500m50m.34,38,0.0029569226,0.0018776031,963995
3000m3000m,A3000m1000m.47,10417,0.56008244,0.2085682,2356409
3000m3000m,R4500m150m.83,302,0.008601789,0.001829614,1492118
3000m3000m,A4500m500m.75,2074,0.1793288,0.048836883,1066530
3000m3000m,A4000m1000m.137,198355,13.092084,0.7914374,2048934
3000m3000m,A3000m50m.307,641,0.0247653,0.0056949877,1434946
3000m3000m,A3000m50m.239,900,0.03203834,0.0119245965,1482482
3000m3000m,A4500m3000m.331,2520612,140.88773,0.9954103,2562059
3000m3000m,A3000m150m.156,37230,0.9296573,0.066591285,4887081
3000m3000m,A4500m150m.81,18993,1.6159589,0.1802812,1533055
3000m3000m,A3000m500m.108,4370,0.100557715,0.02349701,3428181
3000m3000m,A4500m150m.333,537,0.030536609,0.012291581,1607279
3000m3000m,A3500m50m.154,1609,0.054300256,0.0068476363,1236193
3000m3000m,R3500m1000m.173,2776,0.2051716,0.059199244,1577233
3000m3000m,R4000m1000m.103,887,0.040751703,0.0145047875,1293435
3000m3000m,A4500m4000m.62,860941,48.274143,0.9944805,2445858
3000m3000m,A3000m50m.152,4865,0.055998806,0.004382679,3281783
3000m3000m,R3000m3000m.60,245583,18.846254,0.99955314,1834982
3000m3000m,A3500m50m.133,1253,0.041443896,0.016999105,1541493
3000m3000m,R3000m3000m.234,321866,23.074234,0.9999417,1955171
3000m3000m,A3500m150m.91,53655,4.973503,0.25078,1391678
3000m3000m,A3000m50m.37,247,0.010251841,0.0037279576,963262
3000m3000m,R500m150m.95,22107,1.9701779,0.06924373,1366362
3000m3000m,A3000m150m.255,2370,0.0733475,0.022803765,2377546
3000m3000m,A3500m3000m.85,44432,4.3677745,0.9125028,1384708
3000m3000m,A3000m500m.218,182,0.009961853,0.0043138196,1465059
3000m3000m,A4500m3000m.89,18078,1.6488605,0.60203785,1532098
3000m3000m,A4500m4000m.157,30757,1.1972739,0.4412813,3385054
3000m3000m,A500m50m.89,190387,19.93792,0.5639618,1254553
3000m3000m,A3500m3000m.63,94368,6.8484936,0.91409636,1797386
3000m3000m,A4500m1000m.70,268990,31.694965,0.78611815,1045867
3000m3000m,A4500m50m.146,471,0.018082574,0.0043120673,1056106
3000m3000m,R3000m3000m.119,1203403,65.02983,0.99994594,2591050
3000m3000m,A3500m50m.14,1358,0.038273733,0.011367902,1504939
3000m3000m,A4500m150m.290,761,0.045886513,0.009230865,1218304
3000m3000m,A4000m1000m.61,6322,0.09737371,0.034751344000000003,6709985
3000m3000m,A4000m50m.205,1619,0.034626864,0.009367967,1934251
3000m3000m,A3000m150m.39,4260,0.2675137,0.15444249,2079635
3000m3000m,A3000m500m.264,5175,0.2064028,0.05423293,2439551
3000m3000m,R4500m1000m.198,3799,0.16513151,0.07389728,1946188
3000m3000m,R3000m3000m.210,960521,32.65421,0.9999971,4132272
3000m3000m,A3000m3000m.237,338170,10.032539,0.9994409,4816982
3000m3000m,A3000m50m.179,2845,0.08347079,0.0051876497,3007142
3000m3000m,A3000m50m.129,1520,0.067779,0.013981644,1097868
3000m3000m,R4500m1000m.103,3380,0.19702865,0.11313457,2027276
3000m3000m,A4500m2000m.323,84490,6.733341,0.9601943,1697948
3000m3000m,A4500m50m.151,306,0.01171108,0.0040507573,1232609
3000m3000m,A3000m500m.175,21043,0.7593491,0.22954957,3401592
3000m3000m,A500m150m.145,32148,3.0733008,0.2903143,1308637
3000m3000m,A500m50m.91,882,0.021126041,0.0051540323,1681984
3000m3000m,A4500m500m.76,24469,1.3282149,0.20354351,2012749
3000m3000m,A500m50m.117,852,0.02171512,0.007520759,2023466
3000m3000m,A3000m50m.97,2902,0.027286364,0.004499581,3496103
3000m3000m,A3000m150m.147,1070,0.0284339,0.0065328786,1582304
3000m3000m,R3500m2000m.44,165517,15.421021,0.99687964,1484771
3000m3000m,A4500m150m.173,2128,0.11712456,0.008944645,1627566
3000m3000m,A4500m500m.236,3150,0.02767014,0.009308223,6360398
3000m3000m,A3500m150m.273,851,0.037501637,0.0075041745,1279821
3000m3000m,A4500m150m.282,500,0.0095151365,0.0038336013,2979444
3000m3000m,A4500m500m.181,2122,0.098349825,0.020550774,2244003
3000m3000m,R3000m3000m.132,503221,75.99737,0.99968463,846553
3000m3000m,A500m150m.13,51390,4.175209,0.5249018,1621067
3000m3000m,A4500m50m.9,1251,0.034717597,0.014317475,2101418
3000m3000m,A4500m4000m.49,26975,1.8209034,0.6515298,1901999
3000m3000m,A500m50m.57,1407,0.07668117,0.013958342,900680
3000m3000m,A3500m500m.126,2884,0.13704136,0.03227724,2104238
3000m3000m,R4500m4000m.267,310523,15.677345,0.99710035,2789625
3000m3000m,A4500m3000m.233,139414,2.5101156,0.79253423,7656729
3000m3000m,A3000m500m.285,4752,0.1902505,0.024755755,1622047
3000m3000m,A4500m4000m.276,312651,53.246567,0.9964574,753689
3000m3000m,A4500m3000m.160,43428,2.392713,0.653851,2206798
3000m3000m,A4500m2000m.172,21965,0.7470855,0.1873796,2767900
3000m3000m,A500m150m.230,94682,4.1693087,0.17775203,2811411
3000m3000m,A4500m1000m.213,1297,0.07506955,0.0240907,1913228
3000m3000m,A3000m1000m.141,2199,0.08024337,0.04398189,2468607
3000m3000m,A4500m3000m.143,254234,8.271051,0.9873607,4273650
3000m3000m,A4500m150m.202,56700,1.5989351,0.20534019,3767129
3000m3000m,A3500m50m.86,2838,0.11353438,0.030997593,1779364
3000m3000m,A3000m1000m.41,4464,0.07529123,0.021268465,5682827
3000m3000m,A4500m4000m.45,43269,1.2151319,0.49340662,4705484
3000m3000m,A4500m50m.246,735,0.018155865,0.0022775417,1375606
3000m3000m,R3000m150m.313,920,0.07146254,0.04401968,1451896
3000m3000m,A3500m50m.128,564,0.009187185,0.0025004046,2835941
3000m3000m,A3000m2000m.243,119847,16.212412,0.95409304,831704
3000m3000m,R4500m4000m.155,23509,1.7498411,0.6803964,1864475
3000m3000m,A3000m2000m.130,26001,0.88274366,0.1270347,2522240
3000m3000m,A3000m150m.124,909,0.034104012,0.0047409995,1399072
3000m3000m,A500m50m.111,3949,0.46867275,0.03024989,1002483
3000m3000m,A4500m2000m.215,4802,0.2373758,0.13710928,2731551
3000m3000m,R3500m500m.39,68582,3.9659848,0.53737026,2244832
3000m3000m,A4000m500m.162,2252,0.10530478,0.015401697,1821163
3000m3000m,R4500m4000m.174,44379,2.4313388,0.7780483,2518336
3000m3000m,A4500m3000m.148,24230,1.0013214,0.45813325,3272227
3000m3000m,A500m150m.82,2123,0.13107437,0.035947315,1031593
3000m3000m,A500m50m.254,5544,0.2854474,0.05102598,2219536
3000m3000m,A3500m150m.199,758,0.046062794,0.008634174,1379634
3000m3000m,A4500m4000m.303,11703,0.5994845,0.28041682,2370967
3000m3000m,A4500m3000m.171,12202554,1322.0188,0.9999532,1282854
3000m3000m,A4500m3000m.246,103451,3.2414873,0.8641364,4458949
3000m3000m,A4500m4000m.245,651261,109.794136,0.9953799,825532
3000m3000m,A4000m50m.30,1670,0.061378412,0.026332375,1651731
3000m3000m,A500m50m.233,269,0.013119396,0.0072039715,1564276
3000m3000m,A4000m500m.102,12901,0.6099672,0.03257178,2466982
3000m3000m,A4500m4000m.272,41081,0.80143297,0.3251967,6018551
3000m3000m,R500m150m.5,10460,0.37908602,0.037218135,2237565
3000m3000m,A3500m150m.287,20370,0.5953493,0.18265766,4385707
3000m3000m,A4500m2000m.260,8715,0.59351397,0.29848173,1938524
3000m3000m,A3500m150m.331,12956,0.42526835,0.048317425,2924328
3000m3000m,R500m150m.124,2690,0.24916655,0.051362634,1289673
3000m3000m,R3000m150m.25,9765,0.17876391,0.008096718,2756055
3000m3000m,A4000m150m.227,1614,0.088464364,0.009955352,1533346
3000m3000m,A3500m50m.289,666,0.024850637,0.011218508,2013102
3000m3000m,R3500m1000m.2,4279,0.10312042,0.056606676,3905352
3000m3000m,R4500m4000m.77,426660,16.709026,0.9950365,3580336
3000m3000m,A3000m2000m.200,86210,11.616648,0.9779846,924807
3000m3000m,A4500m150m.359,15260,0.059122577,0.011421281,1512790
3000m3000m,A500m50m.265,3456,0.25800347,0.017481491,1417442
3000m3000m,A4500m2000m.132,11374,0.6212745,0.28723076,2476225
3000m3000m,A500m50m.60,1095,0.04753581,0.022720315,1587214
3000m3000m,A4500m2000m.34,7636,0.75289315,0.23519841,1319639
3000m3000m,A3000m50m.217,364,0.005526978,0.0023350765,2433325
3000m3000m,A4000m1000m.15,61193,3.1576617,0.17824776,2232230
3000m3000m,A4500m4000m.150,39036,5.595723,0.8930352,946227
3000m3000m,A3500m500m.183,4316,0.2318108,0.07137791,2106478
3000m3000m,R500m500m.91,149,0.006631606,0.0037843809,1314614
3000m3000m,A3000m3000m.277,280316,40.323082,0.99788874,1005575
3000m3000m,A3000m2000m.106,51764,3.6730404,0.8034975,1926596
3000m3000m,A3000m150m.140,3227,0.23009996,0.045329824,1801088
3000m3000m,A4500m50m.157,979,0.026375737,0.006952272,3106179
3000m3000m,A4500m500m.201,3866,0.16392179,0.029412525,2166866
3000m3000m,A3000m3000m.183,348112,24.138836,0.99965006,2026232
3000m3000m,A4500m4000m.143,3180,0.07556224,0.039253272,4398614
3000m3000m,A4500m2000m.221,29985,1.0614492,0.49260822,3847244
3000m3000m,A4000m50m.188,209,0.017170781,0.0072474163,585450
3000m3000m,R4500m150m.194,239,0.00653689,8.478985e-4,1626374
3000m3000m,A4500m150m.67,32932,1.1867566,0.07140942,2704237
3000m3000m,A4500m150m.151,269,0.0033003786,0.0015856081,2961009
3000m3000m,A4500m4000m.222,28296,1.075127,0.4741485,3547144
3000m3000m,A4000m150m.155,2405,0.12377652,0.030367669,1915096
3000m3000m,A3000m2000m.131,295431,19.321312,0.96141243,2073620
3000m3000m,A4500m4000m.55,22797,1.0177269,0.46581724,3066282
3000m3000m,A3000m50m.184,627,0.015822303,0.005099779,1928515
3000m3000m,A3500m3000m.62,84466,6.9512615,0.9781979,1680522
3000m3000m,R3000m3000m.18,1287830,62.737667,0.9999737,2891558
3000m3000m,R3000m2000m.241,2409,0.22293103,0.02399139,990397
3000m3000m,A3000m3000m.233,209168,10.877762,0.99911284,2731216
3000m3000m,A3000m3000m.252,258784,8.618522,0.99947745,4185394
3000m3000m,A3500m3000m.144,96805,5.341958,0.9454592,2419235
3000m3000m,A4500m2000m.80,4997,0.39060998,0.20259759,1687794
3000m3000m,A500m50m.52,215,0.021903772,0.009542938,544172
3000m3000m,A4500m150m.42,1884,0.07985767,0.011979755,2038606
3000m3000m,A3000m2000m.145,84830,3.0559106,0.7972752,3733435
3000m3000m,A4500m1000m.86,7052,0.10331348,0.027067075,5592662
3000m3000m,A3000m2000m.235,103178,2.8989837,0.82216376,4920903
3000m3000m,A4500m3000m.300,7657,0.12726493,0.06976021,6347114
3000m3000m,R4500m500m.143,987,0.04859103,0.015186604,1695705
3000m3000m,A3000m150m.164,951,0.03301329,0.005270543,2554196
3000m3000m,R3000m3000m.38,387146,12.814881,0.99975836,4249761
3000m3000m,R4500m4000m.183,16037,0.7053556,0.33756065,2745240
3000m3000m,A3500m3000m.235,741732,53.728127,0.98992753,2003182
3000m3000m,A3500m50m.25,4749,0.14876534,0.014971894,1606076
3000m3000m,A4500m4000m.37,50811,3.8049545,0.8880041,1760779
3000m3000m,R4500m500m.91,6853,0.17363448,0.09099654,3815299
3000m3000m,R4500m3000m.336,22592,2.188902,0.6717065,1351565
3000m3000m,A4500m3000m.175,54043,2.2406597,0.7222104,3219127
3000m3000m,A3000m50m.329,6058,0.0826613,0.024280075,4984581
3000m3000m,A3000m1000m.212,9170,0.26588008,0.15523042,4473711
3000m3000m,A3000m50m.94,378,0.019108016,0.004403202,773528
3000m3000m,A4500m4000m.93,19887,0.90656984,0.37746277,2633616
3000m3000m,A4500m3000m.218,40948,1.8567522,0.681256,3010118
3000m3000m,A4500m150m.213,415,0.01489687,0.0033462201,2091016
3000m3000m,A4000m2000m.68,107465,14.84399,0.948007,1043910
3000m3000m,A4500m500m.34,1597,0.09951454,0.00982148,1299295
3000m3000m,A4500m4000m.12,224638,12.530767,0.986457,2523521
3000m3000m,A3000m1000m.39,138031,5.0669518,0.9341918,3745157
3000m3000m,A4500m50m.186,35,7.741856e-4,3.1494838e-4,1441506
3000m3000m,R3000m500m.167,5695,0.40718892,0.060957488,1437510
3000m3000m,A4500m4000m.298,107358,10.138277,0.9556577,1365717
3000m3000m,A3500m150m.329,4677,0.34940732,0.02414709,592618
3000m3000m,R4500m4000m.82,49658,1.5685022,0.60057664,4073362
3000m3000m,A3000m3000m.123,380263,10.546327,0.99936146,5123927
3000m3000m,A4500m3000m.15,36020,2.129941,0.7006946,2325588
3000m3000m,A4000m150m.2,8508,0.5523746,0.05739976,1427985
3000m3000m,R3000m150m.175,1447,0.13973,0.030394945,1221486
3000m3000m,R4500m4000m.197,18426,1.4040813,0.5867178,1761404
3000m3000m,A4500m150m.115,303,0.009692248,0.0025797489,1129955
3000m3000m,A4500m500m.239,812,0.045587093,0.020557432,1997234
3000m3000m,A3000m150m.268,5495,0.21085006,0.07879084,2521359
3000m3000m,A4500m4000m.173,180206,13.985993,0.9531525,1767650
3000m3000m,R4000m1000m.180,816,0.037615538,0.02263788,2515209
3000m3000m,A4000m1000m.116,1118434,95.023929999999993,0.82124823,1683189
3000m3000m,A4000m3000m.151,669555,18.38173,0.9938817,5169414
3000m3000m,A3000m2000m.177,219842,57.16858,0.993575,528247
3000m3000m,A4000m1000m.126,235990,33.21673,0.7937382,886548
3000m3000m,A3000m50m.267,258,0.007829194,0.0032879342,1391147
3000m3000m,A3000m50m.107,239,0.0070383376,0.003054971,1353859
3000m3000m,A4500m50m.41,203,0.00785437,0.0028860697,970524
3000m3000m,A3000m50m.223,815,0.026883937,0.008518817,1715966
3000m3000m,R4000m50m.71,144,0.005606933,0.0020216596,1755983
3000m3000m,R4500m150m.161,208,0.021113282,0.015685478,1073987
3000m3000m,A3000m50m.146,4219,0.11215444,0.011188827,2199605
3000m3000m,A500m50m.175,2324,0.03465486,0.010206201,4568791
3000m3000m,A500m50m.177,11570,0.8526489,0.17024581,1707531
3000m3000m,A3000m500m.160,1101,0.067866,0.019333173,1362270
3000m3000m,A4500m500m.78,145100,7.7384143,0.7383574,2689329
3000m3000m,A3500m50m.277,1946,0.054566827,0.020911494,1706956
3000m3000m,A3000m3000m.267,52656,6.1717124,0.99354845,1223119
3000m3000m,A500m50m.140,28410,0.034152463,0.009053178,3698701
3000m3000m,R4000m3000m.131,1988899,195.12018,0.9998457,1399974
3000m3000m,A4500m4000m.248,54816,1.938423,0.68211883,3841895
3000m3000m,R4500m150m.41,1933,0.050192803,0.0032572574,2458817
3000m3000m,R4500m2000m.161,4951,0.27322397,0.14300092,1893911
3000m3000m,A4500m3000m.216,21941,0.9385149,0.31052065,2462973
3000m3000m,A3000m150m.137,9633,0.2690462,0.06381957,3234995
3000m3000m,A3000m3000m.220,744942,19.963362,0.999451,5180321
3000m3000m,A4500m3000m.146,35019,1.36577,0.58089954,3530478
3000m3000m,A4500m500m.241,926,0.020990776,0.009622813,2889176
3000m3000m,R4000m50m.111,569,0.026207248,0.004302073,1703365
3000m3000m,A4500m150m.358,1572,0.14265744,0.046459757,1228870
3000m3000m,A4500m150m.274,1585,0.046994917,0.008546072,3119913
3000m3000m,R3500m50m.244,246,0.008885537,0.0023005712,1447032
3000m3000m,A4500m150m.257,1430,0.015136438,0.007153336,5513092
3000m3000m,A4500m1000m.152,6048362,547.2594,0.98069626,1567053
3000m3000m,A500m50m.259,9542,0.13855428,0.018747112,3388042
3000m3000m,A500m150m.184,7910,0.46011797,0.098051734,1632220
3000m3000m,A3000m50m.149,11542,0.3858623,0.09898552,2102166
3000m3000m,A4500m2000m.143,10022,0.576563,0.26490453,2345947
3000m3000m,A4500m4000m.163,93015,2.2335815,0.6482891,5077258
3000m3000m,A4500m4000m.223,11686,0.7327577,0.35005474,2021818
3000m3000m,A4000m150m.224,6224,0.28219885,0.0381594,1971205
3000m3000m,A4000m50m.112,349,0.015061876,0.0054136314,1059917
3000m3000m,A4500m2000m.116,86972,5.4400153,0.94022703,2217055
3000m3000m,A4500m500m.21,7678,0.41040647,0.06398355,2245202
3000m3000m,A3000m3000m.206,195691,7.8097806,0.99781746,3601271
3000m3000m,A3000m2000m.118,515453,48.130367,0.97058207,1500615
3000m3000m,A3000m3000m.141,958605,47.063564,0.9999171,2822088
3000m3000m,A4500m500m.107,7604,0.11986596,0.04373612,5188366
3000m3000m,R3000m50m.337,432,0.012761309,0.005376287,2544507
3000m3000m,A4500m150m.127,5597,0.18765916,0.028057069,2791703
3000m3000m,R3500m1000m.51,10692,0.53087395,0.040574215,1905693
3000m3000m,A3000m2000m.227,92383,3.964734,0.806397,3327671
3000m3000m,R4000m150m.228,363388,0.38925022,0.21472688,4271361
3000m3000m,A4500m4000m.315,138139,5.9648404,0.8612412,2858450
3000m3000m,A4500m1000m.124,5702,0.36856833,0.02857134,1292904
3000m3000m,A500m50m.123,5105,0.2112059,0.030704092,1696484
3000m3000m,A4000m2000m.8,137884,12.736982,0.95615363,1511299
3000m3000m,A3500m150m.66,3009,0.106860004,0.017197616,2057320
3000m3000m,A3000m2000m.80,232745,21.91423,0.8262743,1437749
3000m3000m,A4500m4000m.205,36260,3.7635932,0.84988654,1378797
3000m3000m,R3500m50m.286,116,0.0032598877,0.001394772,1571583
3000m3000m,R4000m1000m.232,2864111,122.16143,0.99605685,3299421
3000m3000m,A4500m1000m.195,12194,0.8341255,0.10090393,1445028
3000m3000m,A3000m500m.219,65649,3.1280632,0.17856465,2649931
3000m3000m,A4500m150m.230,1256,0.05332933,0.03209198,2363550
3000m3000m,A3500m150m.170,14372,0.82367074,0.37514293,2281669
3000m3000m,A3500m50m.251,321,0.008718586,0.0023664734,1378845
3000m3000m,A3500m3000m.274,277821,6.921391,0.98164934,5537612
3000m3000m,A3000m50m.170,1272,0.026845062,0.0074339146,2000561
3000m3000m,R500m50m.112,18157,1.173667,0.024748912,1835111
3000m3000m,A4500m3000m.203,6719,0.3181705,0.17298739,2757808
3000m3000m,A3000m3000m.113,112177,6.920586,0.99900067,2360537
3000m3000m,R4500m4000m.6,47782,1.311846,0.5661587,5049508
3000m3000m,A3000m50m.246,170,0.0075594652,0.0027601705,978925
3000m3000m,A4500m150m.281,2044,0.0788651,0.008625461,2303877
3000m3000m,A4500m500m.135,4282,0.23909676,0.011847814,1602321
3000m3000m,A3000m50m.76,1181,0.042463455,0.024390563,2602605
3000m3000m,A3000m50m.153,1230,0.04137852,0.011056854,1269077
3000m3000m,R500m500m.98,4681,0.36786503,0.020075241,553418
3000m3000m,A4500m4000m.233,30344,2.547993,0.5634993,1620302
3000m3000m,A4500m4000m.91,20127506,1127.286,0.99739635,2549900
