scaffold,reconciled_taxonomy
OC1703_500m_150m_sens_contig_2644683,Candidatus Thermoplasmatota
OC1703_3500m_150m_sens_contig_4378831,Candidatus Thermoplasmatota
OC1703_500m_50m_sens_contig_3053631,Candidatus Thermoplasmatota
OC1703_3000m_500m_sens_contig_886182,Candidatus Thermoplasmatota
OC1703_3500m_500m_sens_contig_1464624,Candidatus Thermoplasmatota
OC1703_500m_50m_sens_contig_4093271,Candidatus Thermoplasmatota
OC1703_500m_150m_sens_contig_2177084,Candidatus Thermoplasmatota
OC1703_3500m_150m_sens_contig_1549256,Candidatus Thermoplasmatota
OC1703_3000m_150m_sens_contig_3415563,Candidatus Thermoplasmatota
OC1703_4500m_150m_sens_contig_4000273,Candidatus Thermoplasmatota
OC1703_4000m_150m_sens_contig_770091,Candidatus Thermoplasmatota
OC1703_4000m_150m_sens_contig_556806,Candidatus Thermoplasmatota
OC1703_4500m_150m_sens_contig_2688347,Candidatus Thermoplasmatota
OC1703_4000m_150m_sens_contig_400315,Candidatus Thermoplasmatota
OC1703_4500m_150m_sens_contig_3141291,Candidatus Thermoplasmatota
OC1703_4500m_150m_sens_contig_1980740,Candidatus Thermoplasmatota
OC1703_500m_50m_sens_contig_990982,Candidatus Thermoplasmatota
OC1703_500m_150m_sens_contig_4082033,Candidatus Thermoplasmatota
OC1703_3500m_150m_sens_contig_477451,Candidatus Thermoplasmatota
OC1703_4000m_150m_sens_contig_1452464,Candidatus Thermoplasmatota
OC1703_3000m_150m_sens_contig_4572504,Candidatus Thermoplasmatota
OC1703_4500m_4000m_sens_contig_1993120,Candidatus Thermoplasmatota
OC1703_3000m_3000m_sens_contig_3403604,Candidatus Thermoplasmatota
OC1703_3500m_3000m_sens_contig_1511412,Candidatus Thermoplasmatota
OC1703_4500m_150m_sens_contig_2655474,Candidatus Thermoplasmatota
OC1703_4500m_50m_sens_contig_183188,Candidatus Thermoplasmatota
OC1703_500m_50m_sens_contig_2450725,Candidatus Thermoplasmatota
OC1703_3000m_150m_sens_contig_2782442,Candidatus Thermoplasmatota
OC1703_3500m_150m_sens_contig_3412754,Candidatus Thermoplasmatota
OC1703_4000m_150m_sens_contig_2897310,Candidatus Thermoplasmatota
OC1703_4500m_150m_sens_contig_4451318,Candidatus Thermoplasmatota
OC1703_500m_150m_sens_contig_1612506,Candidatus Thermoplasmatota
OC1703_4500m_150m_sens_contig_5401379,Euryarchaeota
OC1703_4000m_50m_sens_contig_869250,Euryarchaeota
OC1703_3500m_50m_sens_contig_4191601,Candidatus Thermoplasmatota
OC1703_3000m_50m_sens_contig_5392403,Candidatus Thermoplasmatota
OC1703_4500m_50m_sens_contig_5328695,Candidatus Thermoplasmatota
OC1703_3000m_1000m_sens_contig_5269536,Candidatus Thermoplasmatota
OC1703_4000m_1000m_sens_contig_3263518,Candidatus Thermoplasmatota
OC1703_3500m_1000m_sens_contig_959199,Candidatus Thermoplasmatota
OC1703_4500m_1000m_sens_contig_2635847,Candidatus Thermoplasmatota
OC1703_3000m_2000m_sens_contig_629672,Candidatus Thermoplasmatota
OC1703_4500m_150m_sens_contig_4133106,Candidatus Thermoplasmatota
OC1703_4000m_150m_sens_contig_1755171,Candidatus Thermoplasmatota
OC1703_4500m_150m_sens_contig_2626437,Candidatus Thermoplasmatota
OC1703_4000m_150m_sens_contig_367404,Candidatus Thermoplasmatota
OC1703_3000m_150m_sens_contig_4469209,Candidatus Thermoplasmatota
OC1703_4500m_500m_sens_contig_1100450,Candidatus Thermoplasmatota
OC1703_3500m_500m_sens_contig_789535,Candidatus Thermoplasmatota
OC1703_500m_150m_sens_contig_1797602,Candidatus Thermoplasmatota
OC1703_4500m_150m_sens_contig_1288025,Candidatus Thermoplasmatota
OC1703_500m_500m_sens_contig_1442354,Candidatus Thermoplasmatota
OC1703_3500m_150m_sens_contig_3464640,Candidatus Thermoplasmatota
OC1703_4500m_150m_sens_contig_4823396,Candidatus Thermoplasmatota
OC1703_3000m_500m_sens_contig_5943688,Candidatus Thermoplasmatota
OC1703_500m_150m_sens_contig_3780096,Candidatus Thermoplasmatota
OC1703_4500m_1000m_sens_contig_2117502,Candidatus Thermoplasmatota
OC1703_3500m_500m_sens_contig_2951336,Candidatus Thermoplasmatota
OC1703_3000m_1000m_sens_contig_3014961,Candidatus Thermoplasmatota
OC1703_4500m_500m_sens_contig_4074191,Euryarchaeota
OC1703_4000m_150m_sens_contig_3977191,Candidatus Thermoplasmatota
OC1703_500m_150m_sens_contig_2680954,Candidatus Thermoplasmatota
OC1703_3000m_150m_sens_contig_1452692,Candidatus Thermoplasmatota
OC1703_3500m_500m_sens_contig_166935,Candidatus Thermoplasmatota
OC1703_4500m_500m_sens_contig_513458,Candidatus Thermoplasmatota
OC1703_3500m_500m_sens_contig_305590,Candidatus Thermoplasmatota
OC1703_4500m_500m_sens_contig_3806771,Candidatus Thermoplasmatota
OC1703_3000m_150m_sens_contig_1859147,Candidatus Thermoplasmatota
OC1703_3500m_150m_sens_contig_5186242,Candidatus Thermoplasmatota
OC1703_500m_150m_sens_contig_4069988,Candidatus Thermoplasmatota
OC1703_500m_50m_sens_contig_1650553,Candidatus Thermoplasmatota
OC1703_4500m_500m_sens_contig_942329,Candidatus Thermoplasmatota
OC1703_4500m_150m_sens_contig_4803008,Candidatus Thermoplasmatota
OC1703_3000m_500m_sens_contig_5876837,Candidatus Thermoplasmatota
OC1703_4000m_150m_sens_contig_951626,Candidatus Thermoplasmatota
OC1703_500m_500m_sens_contig_191946,Candidatus Thermoplasmatota
OC1703_3000m_150m_sens_contig_5331297,Candidatus Thermoplasmatota
OC1703_3500m_3000m_sens_contig_2987177,Candidatus Thermoplasmatota
OC1703_4500m_2000m_sens_contig_3095605,Candidatus Thermoplasmatota
OC1703_4000m_1000m_sens_contig_2655794,Candidatus Thermoplasmatota
OC1703_3000m_3000m_sens_contig_1317828,Candidatus Thermoplasmatota
OC1703_4000m_3000m_sens_contig_2506028,Candidatus Thermoplasmatota
OC1703_3500m_3000m_sens_contig_685576,Candidatus Thermoplasmatota
OC1703_3500m_1000m_sens_contig_1046751,Candidatus Thermoplasmatota
OC1703_3000m_3000m_sens_contig_2517444,Candidatus Thermoplasmatota
OC1703_4500m_3000m_sens_contig_3640430,Candidatus Thermoplasmatota
OC1703_3000m_3000m_sens_contig_2920738,Candidatus Thermoplasmatota
OC1703_4500m_2000m_sens_contig_1988853,Candidatus Thermoplasmatota
OC1703_4500m_1000m_sens_contig_3820982,Candidatus Thermoplasmatota
OC1703_3500m_3000m_sens_contig_3136754,Candidatus Thermoplasmatota
OC1703_4500m_2000m_sens_contig_4123149,Candidatus Thermoplasmatota
OC1703_3500m_2000m_sens_contig_3360037,Candidatus Thermoplasmatota
OC1703_4500m_4000m_sens_contig_2526533,Candidatus Thermoplasmatota
OC1703_3000m_2000m_sens_contig_1974764,Candidatus Thermoplasmatota
OC1703_4500m_3000m_sens_contig_5111653,Candidatus Thermoplasmatota
OC1703_3500m_1000m_sens_contig_1963463,Candidatus Thermoplasmatota
OC1703_3000m_1000m_sens_contig_374389,Candidatus Thermoplasmatota
OC1703_3500m_2000m_sens_contig_3779437,Candidatus Thermoplasmatota
OC1703_4000m_2000m_sens_contig_2473478,Candidatus Thermoplasmatota
OC1703_4000m_3000m_sens_contig_1831043,Candidatus Thermoplasmatota
OC1703_4500m_4000m_sens_contig_1663842,Candidatus Thermoplasmatota
OC1703_4500m_2000m_sens_contig_4203338,Candidatus Thermoplasmatota
OC1703_3000m_1000m_sens_contig_799549,Candidatus Thermoplasmatota
OC1703_3000m_2000m_sens_contig_4244776,Candidatus Thermoplasmatota
OC1703_4500m_500m_sens_contig_1647280,Candidatus Thermoplasmatota
OC1703_4000m_2000m_sens_contig_1945247,Candidatus Thermoplasmatota
OC1703_3000m_2000m_sens_contig_2438509,Candidatus Thermoplasmatota
OC1703_3000m_2000m_sens_contig_2253686,Candidatus Thermoplasmatota
OC1703_4000m_2000m_sens_contig_1431531,Candidatus Thermoplasmatota
OC1703_3500m_500m_sens_contig_361441,Candidatus Thermoplasmatota
OC1703_4000m_3000m_sens_contig_1388844,Candidatus Thermoplasmatota
OC1703_3500m_2000m_sens_contig_3837063,Candidatus Thermoplasmatota
OC1703_3500m_150m_sens_contig_4008030,Candidatus Thermoplasmatota
OC1703_500m_150m_sens_contig_3294752,Candidatus Thermoplasmatota
OC1703_4500m_150m_sens_contig_1958850,Candidatus Thermoplasmatota
OC1703_4500m_50m_sens_contig_11553,Candidatus Thermoplasmatota
OC1703_4000m_50m_sens_contig_2034330,Candidatus Thermoplasmatota
OC1703_4500m_150m_sens_contig_2758783,Candidatus Thermoplasmatota
OC1703_4500m_2000m_sens_contig_4156076,Candidatus Thermoplasmatota
OC1703_3000m_2000m_sens_contig_4333435,Candidatus Thermoplasmatota
OC1703_4500m_3000m_sens_contig_4442569,Candidatus Thermoplasmatota
OC1703_3500m_2000m_sens_contig_1392913,Candidatus Thermoplasmatota
OC1703_4000m_1000m_sens_contig_2091781,Candidatus Thermoplasmatota
OC1703_3500m_150m_sens_contig_3274737,Candidatus Thermoplasmatota
OC1703_3000m_1000m_sens_contig_988377,Candidatus Thermoplasmatota
OC1703_500m_150m_sens_contig_2233104,Candidatus Thermoplasmatota
OC1703_3500m_1000m_sens_contig_696177,Candidatus Thermoplasmatota
OC1703_4500m_500m_sens_contig_4772710,Candidatus Thermoplasmatota
OC1703_3500m_150m_sens_contig_3997186,Candidatus Thermoplasmatota
OC1703_4000m_150m_sens_contig_3782169,Candidatus Thermoplasmatota
OC1703_4500m_500m_sens_contig_3464731,Candidatus Thermoplasmatota
OC1703_4500m_150m_sens_contig_3432452,Candidatus Thermoplasmatota
OC1703_3500m_500m_sens_contig_284118,Candidatus Thermoplasmatota
OC1703_4000m_500m_sens_contig_3276189,Candidatus Thermoplasmatota
OC1703_4000m_150m_sens_contig_1760457,Candidatus Thermoplasmatota
OC1703_4500m_150m_sens_contig_1978820,Candidatus Thermoplasmatota
OC1703_4500m_4000m_sens_contig_2117789,Planctomycetota
OC1703_4500m_2000m_sens_contig_2808663,Planctomycetota
OC1703_3500m_2000m_sens_contig_3122900,Planctomycetota
OC1703_4500m_3000m_sens_contig_3234219,Planctomycetota
OC1703_4500m_150m_sens_contig_1876192,Candidatus Thermoplasmatota
OC1703_4500m_150m_sens_contig_3025103,Candidatus Thermoplasmatota
OC1703_4500m_50m_sens_contig_5047004,Candidatus Thermoplasmatota
OC1703_4000m_50m_sens_contig_2610375,Candidatus Thermoplasmatota
OC1703_4500m_50m_sens_contig_2881130,Candidatus Thermoplasmatota
OC1703_3500m_50m_sens_contig_2617559,Candidatus Thermoplasmatota
OC1703_4500m_50m_sens_contig_6796819,Candidatus Thermoplasmatota
OC1703_3500m_50m_sens_contig_1531215,Euryarchaeota
OC1703_3500m_50m_sens_contig_2997204,Candidatus Thermoplasmatota
OC1703_3000m_50m_sens_contig_1230589,Candidatus Thermoplasmatota
OC1703_3500m_50m_sens_contig_1525448,Candidatus Thermoplasmatota
OC1703_3000m_50m_sens_contig_4793982,Candidatus Thermoplasmatota
OC1703_3500m_50m_sens_contig_1416413,Candidatus Thermoplasmatota
OC1703_3000m_50m_sens_contig_1930031,Candidatus Thermoplasmatota
OC1703_4500m_50m_sens_contig_177564,Candidatus Thermoplasmatota
OC1703_4000m_50m_sens_contig_1185922,Candidatus Thermoplasmatota
OC1703_3500m_50m_sens_contig_3261747,Candidatus Thermoplasmatota
OC1703_3000m_50m_sens_contig_230874,Candidatus Thermoplasmatota
OC1703_3500m_50m_sens_contig_46122,Candidatus Thermoplasmatota
OC1703_500m_50m_sens_contig_2993401,Candidatus Thermoplasmatota
OC1703_3000m_50m_sens_contig_3572137,Candidatus Thermoplasmatota
OC1703_3500m_50m_sens_contig_3050260,Candidatus Thermoplasmatota
OC1703_3500m_50m_sens_contig_282178,Candidatus Thermoplasmatota
OC1703_3000m_50m_sens_contig_4481272,Candidatus Thermoplasmatota
OC1703_4000m_50m_sens_contig_532970,Candidatus Thermoplasmatota
OC1703_4500m_50m_sens_contig_2280627,Candidatus Thermoplasmatota
OC1703_4500m_50m_sens_contig_1057794,Candidatus Thermoplasmatota
OC1703_500m_50m_sens_contig_1256577,Candidatus Thermoplasmatota
OC1703_3000m_150m_sens_contig_282214,Candidatus Thermoplasmatota
OC1703_500m_150m_sens_contig_1621165,Candidatus Thermoplasmatota
OC1703_3000m_3000m_sens_contig_3440445,Candidatus Thermoplasmatota
OC1703_4500m_4000m_sens_contig_3261486,Candidatus Thermoplasmatota
OC1703_500m_500m_sens_contig_3096882,Candidatus Thermoplasmatota
OC1703_3000m_2000m_sens_contig_4105591,Candidatus Thermoplasmatota
OC1703_500m_50m_sens_contig_3729539,Candidatus Thermoplasmatota
OC1703_4000m_150m_sens_contig_637973,Candidatus Thermoplasmatota
OC1703_3000m_150m_sens_contig_3875031,Candidatus Thermoplasmatota
OC1703_3000m_3000m_sens_contig_3429725,Candidatus Thermoplasmatota
OC1703_3000m_50m_sens_contig_4213689,Candidatus Thermoplasmatota
OC1703_4500m_50m_sens_contig_617615,Candidatus Thermoplasmatota
OC1703_3500m_50m_sens_contig_2629711,Candidatus Thermoplasmatota
OC1703_4500m_4000m_sens_contig_4290501,Candidatus Thermoplasmatota
OC1703_500m_50m_sens_contig_1842304,Candidatus Thermoplasmatota
OC1703_3000m_3000m_sens_contig_3160303,Candidatus Thermoplasmatota
OC1703_3500m_50m_sens_contig_374636,Candidatus Thermoplasmatota
OC1703_4500m_150m_sens_contig_2552834,Euryarchaeota
OC1703_4500m_50m_sens_contig_2891806,Pseudomonadota;Alphaproteobacteria
OC1703_4500m_50m_sens_contig_548316,Pseudomonadota;Alphaproteobacteria
OC1703_3500m_50m_sens_contig_760203,Pseudomonadota;Alphaproteobacteria
OC1703_3500m_3000m_sens_contig_2341457,Pseudomonadota;Alphaproteobacteria
OC1703_3500m_2000m_sens_contig_113389,Pseudomonadota;Alphaproteobacteria
OC1703_4000m_2000m_sens_contig_1640751,Pseudomonadota;Alphaproteobacteria
OC1703_4500m_2000m_sens_contig_1531561,Pseudomonadota;Alphaproteobacteria
OC1703_4500m_3000m_sens_contig_861670,Pseudomonadota;Alphaproteobacteria
OC1703_3000m_3000m_sens_contig_2531889,Pseudomonadota;Alphaproteobacteria
OC1703_3500m_1000m_sens_contig_2997386,Pseudomonadota;Alphaproteobacteria
OC1703_4500m_150m_sens_contig_1373032,Pseudomonadota;Alphaproteobacteria
OC1703_3500m_150m_sens_contig_4549958,Pseudomonadota;Alphaproteobacteria
OC1703_4500m_150m_sens_contig_1399039,Pseudomonadota;Alphaproteobacteria
OC1703_4000m_150m_sens_contig_4101503,Pseudomonadota;Alphaproteobacteria
OC1703_3000m_50m_sens_contig_1008739,Actinomycetota
OC1703_4500m_50m_sens_contig_6530687,Actinomycetota
OC1703_4000m_150m_sens_contig_2734243,Actinomycetota
OC1703_3500m_150m_sens_contig_4752073,Actinomycetota
OC1703_500m_150m_sens_contig_1522721,Actinomycetota
OC1703_3000m_150m_sens_contig_4715130,Actinomycetota
OC1703_4500m_150m_sens_contig_5265695,Actinomycetota
OC1703_500m_50m_sens_contig_3383536,Actinomycetota
OC1703_500m_50m_sens_contig_4098548,Actinomycetota
OC1703_4000m_150m_sens_contig_1677850,Actinomycetota
OC1703_3500m_150m_sens_contig_2034272,Actinomycetota
OC1703_3500m_150m_sens_contig_2034837,Actinomycetota
OC1703_4500m_150m_sens_contig_4992198,Actinomycetota
OC1703_500m_150m_sens_contig_210512,Actinomycetota
OC1703_500m_150m_sens_contig_2224986,Actinomycetota
OC1703_3000m_150m_sens_contig_568400,Actinomycetota
OC1703_3000m_150m_sens_contig_1625045,Actinomycetota
OC1703_4500m_150m_sens_contig_5558473,Actinomycetota
OC1703_4500m_150m_sens_contig_5576876,Actinomycetota
OC1703_4500m_150m_sens_contig_177288,Actinomycetota
OC1703_3500m_50m_sens_contig_641444,Cyanobacteriota
OC1703_3500m_50m_sens_contig_743252,Cyanobacteriota
OC1703_4000m_50m_sens_contig_1686754,Cyanobacteriota
OC1703_4000m_50m_sens_contig_633726,Cyanobacteriota
OC1703_4500m_50m_sens_contig_4746399,Cyanobacteriota
OC1703_3500m_50m_sens_contig_3764312,Cyanobacteriota
OC1703_4000m_50m_sens_contig_3180675,Cyanobacteriota
OC1703_4500m_50m_sens_contig_1069806,Cyanobacteriota
OC1703_3000m_50m_sens_contig_2711789,Cyanobacteriota
OC1703_4000m_50m_sens_contig_1110244,Cyanobacteriota
OC1703_4500m_4000m_sens_contig_3003535,Pseudomonadota;Alphaproteobacteria
OC1703_4500m_3000m_sens_contig_2782024,Pseudomonadota;Alphaproteobacteria
OC1703_4500m_50m_sens_contig_3866856,Pseudomonadota;Gammaproteobacteria
OC1703_3000m_1000m_sens_contig_1456546,Pseudomonadota;Gammaproteobacteria
OC1703_4000m_1000m_sens_contig_4626076,Pseudomonadota;Gammaproteobacteria
OC1703_4500m_1000m_sens_contig_3285220,Pseudomonadota;Gammaproteobacteria
OC1703_3500m_1000m_sens_contig_529181,Pseudomonadota;Gammaproteobacteria
OC1703_3000m_3000m_sens_contig_748191,Pseudomonadota;Gammaproteobacteria
OC1703_3500m_3000m_sens_contig_1060487,Pseudomonadota;Gammaproteobacteria
OC1703_4500m_150m_sens_contig_914706,Pseudomonadota;Gammaproteobacteria
OC1703_4000m_150m_sens_contig_3987352,Pseudomonadota;Gammaproteobacteria
OC1703_3000m_150m_sens_contig_1545896,Pseudomonadota;Gammaproteobacteria
OC1703_500m_50m_sens_contig_4305595,Pseudomonadota;Gammaproteobacteria
OC1703_3000m_150m_sens_contig_1300643,Pseudomonadota;Gammaproteobacteria
OC1703_3000m_50m_sens_contig_4704639,Pseudomonadota;Gammaproteobacteria
OC1703_3000m_150m_sens_contig_5713498,Pseudomonadota;Gammaproteobacteria
OC1703_3500m_150m_sens_contig_815608,Pseudomonadota;Gammaproteobacteria
OC1703_500m_150m_sens_contig_3008315,Pseudomonadota;Gammaproteobacteria
OC1703_3000m_50m_sens_contig_2422738,Pseudomonadota;Gammaproteobacteria
OC1703_500m_50m_sens_contig_214369,Pseudomonadota;Gammaproteobacteria
OC1703_3000m_50m_sens_contig_3344320,Pseudomonadota;Gammaproteobacteria
OC1703_3500m_50m_sens_contig_2347682,Pseudomonadota;Gammaproteobacteria
OC1703_4500m_50m_sens_contig_3753466,Pseudomonadota;Gammaproteobacteria
OC1703_4500m_150m_sens_contig_3019101,Pseudomonadota;Alphaproteobacteria
OC1703_3000m_1000m_sens_contig_4956555,Pseudomonadota;Alphaproteobacteria
OC1703_4000m_2000m_sens_contig_3221003,Pseudomonadota;Alphaproteobacteria
OC1703_4500m_2000m_sens_contig_71602,Pseudomonadota;Alphaproteobacteria
OC1703_4000m_150m_sens_contig_2286747,Pseudomonadota;Gammaproteobacteria
OC1703_4500m_150m_sens_contig_379126,Pseudomonadota;Gammaproteobacteria
OC1703_4500m_4000m_sens_contig_2090962,Pseudomonadota;Gammaproteobacteria
OC1703_4500m_1000m_sens_contig_1847711,Pseudomonadota;Gammaproteobacteria
OC1703_4000m_2000m_sens_contig_2045155,Pseudomonadota;Gammaproteobacteria
OC1703_3500m_2000m_sens_contig_3030222,Pseudomonadota;Gammaproteobacteria
OC1703_4000m_3000m_sens_contig_144616,Pseudomonadota;Gammaproteobacteria
OC1703_4500m_3000m_sens_contig_1889869,Pseudomonadota;Gammaproteobacteria
OC1703_3000m_2000m_sens_contig_4823180,Pseudomonadota;Gammaproteobacteria
OC1703_3000m_1000m_sens_contig_4589420,Pseudomonadota;Gammaproteobacteria
OC1703_3500m_3000m_sens_contig_1775544,Pseudomonadota;Gammaproteobacteria
OC1703_3000m_3000m_sens_contig_809797,Pseudomonadota;Gammaproteobacteria
OC1703_4500m_2000m_sens_contig_5109055,Pseudomonadota;Gammaproteobacteria
OC1703_4000m_150m_sens_contig_2042694,Pseudomonadota;Gammaproteobacteria
OC1703_4500m_150m_sens_contig_3299643,Pseudomonadota;Gammaproteobacteria
OC1703_500m_500m_sens_contig_3356446,Actinomycetota
OC1703_3500m_1000m_sens_contig_134495,Actinomycetota
OC1703_3000m_2000m_sens_contig_2904682,Actinomycetota
OC1703_3500m_2000m_sens_contig_2102460,Actinomycetota
OC1703_3000m_1000m_sens_contig_3010388,Actinomycetota
OC1703_3500m_150m_sens_contig_5655089,Actinomycetota
OC1703_500m_150m_sens_contig_1605168,Actinomycetota
OC1703_500m_50m_sens_contig_3436083,Actinomycetota
OC1703_4500m_150m_sens_contig_2938030,Actinomycetota
OC1703_3500m_150m_sens_contig_4547600,Actinomycetota
OC1703_500m_50m_sens_contig_2033200,Actinomycetota
OC1703_3500m_1000m_sens_contig_2363855,Actinomycetota
OC1703_500m_150m_sens_contig_485282,Actinomycetota
OC1703_4000m_150m_sens_contig_276741,Actinomycetota
OC1703_3000m_150m_sens_contig_5469914,Actinomycetota
OC1703_4500m_150m_sens_contig_5610462,Actinomycetota
OC1703_3000m_1000m_sens_contig_4499679,Actinomycetota
OC1703_3000m_500m_sens_contig_5610803,Actinomycetota
OC1703_4000m_500m_sens_contig_2329689,Actinomycetota
OC1703_4500m_500m_sens_contig_2265567,Actinomycetota
OC1703_3500m_500m_sens_contig_2659806,Actinomycetota
OC1703_4500m_500m_sens_contig_3552876,Actinomycetota
OC1703_500m_150m_sens_contig_3767349,Actinomycetota
OC1703_500m_50m_sens_contig_3451116,Actinomycetota
OC1703_4500m_150m_sens_contig_752911,Actinomycetota
OC1703_4000m_150m_sens_contig_3073899,Actinomycetota
OC1703_3500m_150m_sens_contig_3076137,Actinomycetota
OC1703_3000m_500m_sens_contig_1317966,Actinomycetota
OC1703_3500m_500m_sens_contig_2346601,Actinomycetota
OC1703_4000m_500m_sens_contig_516772,Actinomycetota
OC1703_3000m_500m_sens_contig_2100971,Actinomycetota
OC1703_3500m_150m_sens_contig_2449051,Actinomycetota
OC1703_4500m_3000m_sens_contig_2281357,Actinomycetota
OC1703_4500m_4000m_sens_contig_3915565,Actinomycetota
OC1703_3000m_3000m_sens_contig_1036163,Actinomycetota
OC1703_4000m_3000m_sens_contig_348398,Actinomycetota
OC1703_3500m_3000m_sens_contig_2410394,Actinomycetota
OC1703_3500m_500m_sens_contig_18046,Actinomycetota
OC1703_500m_500m_sens_contig_1226285,Actinomycetota
OC1703_4000m_1000m_sens_contig_2116122,Actinomycetota
OC1703_500m_150m_sens_contig_3732608,Actinomycetota
OC1703_4000m_500m_sens_contig_817473,Actinomycetota
OC1703_3500m_150m_sens_contig_3771322,Actinomycetota
OC1703_4500m_2000m_sens_contig_2760071,Actinomycetota
OC1703_3000m_150m_sens_contig_1598373,Actinomycetota
OC1703_3500m_1000m_sens_contig_693771,Actinomycetota
OC1703_4500m_500m_sens_contig_5438070,Actinomycetota
OC1703_3000m_2000m_sens_contig_1967659,Actinomycetota
OC1703_3000m_500m_sens_contig_1765368,Actinomycetota
OC1703_3500m_2000m_sens_contig_1979563,Actinomycetota
OC1703_4500m_1000m_sens_contig_1366080,Actinomycetota
OC1703_4000m_2000m_sens_contig_43141,Actinomycetota
OC1703_4500m_150m_sens_contig_1480606,Actinomycetota
OC1703_3000m_1000m_sens_contig_2356751,Actinomycetota
OC1703_4000m_2000m_sens_contig_2639999,Actinomycetota
OC1703_4500m_4000m_sens_contig_4253247,Actinomycetota
OC1703_4000m_2000m_sens_contig_2043365,Actinomycetota
OC1703_3500m_2000m_sens_contig_218597,Actinomycetota
OC1703_3000m_2000m_sens_contig_2195637,Actinomycetota
OC1703_4500m_2000m_sens_contig_2585291,Actinomycetota
OC1703_3500m_3000m_sens_contig_1305325,Actinomycetota
OC1703_4000m_3000m_sens_contig_25939,Actinomycetota
OC1703_4500m_3000m_sens_contig_661630,Actinomycetota
OC1703_3000m_3000m_sens_contig_3139041,Actinomycetota
OC1703_3500m_1000m_sens_contig_2861878,Actinomycetota
OC1703_500m_500m_sens_contig_29446,Actinomycetota
OC1703_3500m_500m_sens_contig_2639918,Actinomycetota
OC1703_4000m_500m_sens_contig_876192,Actinomycetota
OC1703_4500m_1000m_sens_contig_752456,Actinomycetota
OC1703_4000m_1000m_sens_contig_3403637,Actinomycetota
OC1703_3000m_1000m_sens_contig_4742538,Actinomycetota
OC1703_3000m_500m_sens_contig_3674120,Actinomycetota
OC1703_4500m_500m_sens_contig_2386306,Actinomycetota
OC1703_4500m_1000m_sens_contig_1133856,Actinomycetota
OC1703_4000m_1000m_sens_contig_3562590,Actinomycetota
OC1703_3000m_2000m_sens_contig_2784413,Actinomycetota
OC1703_3500m_500m_sens_contig_2817317,Actinomycetota
OC1703_3500m_1000m_sens_contig_785898,Actinomycetota
OC1703_4500m_2000m_sens_contig_4970743,Actinomycetota
OC1703_3000m_1000m_sens_contig_3009027,Actinomycetota
OC1703_4000m_2000m_sens_contig_320687,Actinomycetota
OC1703_3500m_2000m_sens_contig_382853,Actinomycetota
OC1703_4500m_4000m_sens_contig_3173309,Actinomycetota
OC1703_3000m_3000m_sens_contig_2700690,Actinomycetota
OC1703_3000m_500m_sens_contig_2612904,Actinomycetota
OC1703_3500m_1000m_sens_contig_3699828,Actinomycetota
OC1703_3500m_2000m_sens_contig_2438562,Actinomycetota
OC1703_4500m_2000m_sens_contig_4179141,Actinomycetota
OC1703_3000m_2000m_sens_contig_584386,Actinomycetota
OC1703_4500m_500m_sens_contig_3776385,Actinomycetota
OC1703_3000m_1000m_sens_contig_734294,Actinomycetota
OC1703_4000m_500m_sens_contig_1136627,Actinomycetota
OC1703_3500m_500m_sens_contig_37388,Actinomycetota
OC1703_3000m_1000m_sens_contig_2692335,Actinomycetota
OC1703_4000m_2000m_sens_contig_1363970,Actinomycetota
OC1703_4500m_3000m_sens_contig_290194,Actinomycetota
OC1703_4500m_1000m_sens_contig_1071965,Actinomycetota
OC1703_3500m_3000m_sens_contig_3335121,Actinomycetota
OC1703_4000m_2000m_sens_contig_1279626,Actinomycetota
OC1703_3000m_2000m_sens_contig_2229209,Actinomycetota
OC1703_4500m_1000m_sens_contig_2532500,Actinomycetota
OC1703_3500m_3000m_sens_contig_3334892,Actinomycetota
OC1703_3000m_500m_sens_contig_2195632,Actinomycetota
OC1703_3500m_150m_sens_contig_2873957,Actinomycetota
OC1703_3000m_2000m_sens_contig_871344,Pseudomonadota;Gammaproteobacteria
OC1703_3000m_3000m_sens_contig_2792304,Pseudomonadota;Gammaproteobacteria
OC1703_3000m_1000m_sens_contig_289225,Pseudomonadota;Gammaproteobacteria
OC1703_3000m_1000m_sens_contig_29237,Pseudomonadota;Gammaproteobacteria
OC1703_3000m_1000m_sens_contig_4358231,Pseudomonadota;Gammaproteobacteria
OC1703_3500m_150m_sens_contig_3234049,Pseudomonadota;Gammaproteobacteria
OC1703_500m_150m_sens_contig_3962376,Pseudomonadota;Gammaproteobacteria
OC1703_4500m_150m_sens_contig_5580691,Pseudomonadota;Gammaproteobacteria
OC1703_4000m_150m_sens_contig_3075461,Pseudomonadota;Gammaproteobacteria
OC1703_3000m_150m_sens_contig_4789643,Pseudomonadota;Gammaproteobacteria
OC1703_3000m_500m_sens_contig_187094,Pseudomonadota;Gammaproteobacteria
OC1703_3500m_500m_sens_contig_1841059,Pseudomonadota;Gammaproteobacteria
OC1703_3500m_2000m_sens_contig_553135,Pseudomonadota;Gammaproteobacteria
OC1703_500m_500m_sens_contig_422643,Pseudomonadota;Gammaproteobacteria
OC1703_3000m_150m_sens_contig_2617877,Pseudomonadota;Gammaproteobacteria
OC1703_4000m_2000m_sens_contig_2584894,Pseudomonadota;Gammaproteobacteria
OC1703_3500m_500m_sens_contig_204048,Pseudomonadota;Gammaproteobacteria
