scaffold,reconciled_taxonomy
OC1703_500m_150m_sens_contig_2177232,Pseudomonadota;Gammaproteobacteria
OC1703_4500m_2000m_sens_contig_4054596,Pseudomonadota;Gammaproteobacteria
OC1703_4500m_500m_sens_contig_1688829,Pseudomonadota;Gammaproteobacteria
OC1703_3000m_2000m_sens_contig_42158,Pseudomonadota;Gammaproteobacteria
OC1703_4500m_150m_sens_contig_959219,Pseudomonadota;Alphaproteobacteria
OC1703_4500m_500m_sens_contig_3919962,Pseudomonadota;Alphaproteobacteria
OC1703_3000m_1000m_sens_contig_2348372,Pseudomonadota;Alphaproteobacteria
OC1703_3000m_500m_sens_contig_1933793,Pseudomonadota;Alphaproteobacteria
OC1703_4000m_1000m_sens_contig_3442044,Pseudomonadota;Alphaproteobacteria
OC1703_4000m_2000m_sens_contig_937054,Pseudomonadota;Alphaproteobacteria
OC1703_3500m_2000m_sens_contig_208281,Pseudomonadota;Alphaproteobacteria
OC1703_3000m_2000m_sens_contig_158881,Pseudomonadota;Alphaproteobacteria
OC1703_4000m_1000m_sens_contig_868890,Pseudomonadota;Alphaproteobacteria
OC1703_4500m_2000m_sens_contig_550076,Pseudomonadota;Alphaproteobacteria
OC1703_4500m_3000m_sens_contig_4254442,Pseudomonadota;Alphaproteobacteria
OC1703_4500m_4000m_sens_contig_3765044,Pseudomonadota;Alphaproteobacteria
OC1703_4000m_3000m_sens_contig_71744,Pseudomonadota;Alphaproteobacteria
OC1703_4000m_2000m_sens_contig_1672432,Pseudomonadota;Alphaproteobacteria
OC1703_3500m_2000m_sens_contig_917243,Pseudomonadota;Alphaproteobacteria
OC1703_4500m_2000m_sens_contig_4892619,Pseudomonadota;Alphaproteobacteria
OC1703_3500m_3000m_sens_contig_3092843,Pseudomonadota;Alphaproteobacteria
OC1703_3000m_3000m_sens_contig_135740,Pseudomonadota;Alphaproteobacteria
OC1703_3000m_2000m_sens_contig_3699641,Pseudomonadota;Alphaproteobacteria
OC1703_3500m_1000m_sens_contig_2465867,Pseudomonadota;Alphaproteobacteria
OC1703_4000m_1000m_sens_contig_193276,Pseudomonadota;Alphaproteobacteria
OC1703_3000m_1000m_sens_contig_1295659,Pseudomonadota;Alphaproteobacteria
OC1703_3000m_50m_sens_contig_5131630,Actinomycetota
OC1703_3500m_50m_sens_contig_1132611,Actinomycetota
OC1703_3000m_50m_sens_contig_2330747,Actinomycetota
OC1703_4500m_4000m_sens_contig_3331428,Gemmatimonadota
OC1703_4500m_3000m_sens_contig_419631,Gemmatimonadota
OC1703_4000m_3000m_sens_contig_523179,Gemmatimonadota
OC1703_3000m_3000m_sens_contig_2648264,Gemmatimonadota
OC1703_3500m_2000m_sens_contig_1060587,Gemmatimonadota
OC1703_3500m_3000m_sens_contig_1616270,Gemmatimonadota
OC1703_4500m_2000m_sens_contig_950968,Gemmatimonadota
OC1703_4000m_1000m_sens_contig_3064797,Gemmatimonadota
OC1703_3000m_2000m_sens_contig_1934887,Gemmatimonadota
OC1703_3000m_3000m_sens_contig_3282627,Gemmatimonadota
OC1703_4500m_3000m_sens_contig_1070348,Gemmatimonadota
OC1703_3000m_3000m_sens_contig_1459754,Pseudomonadota;Alphaproteobacteria
OC1703_3500m_3000m_sens_contig_2605170,Pseudomonadota;Alphaproteobacteria
OC1703_3000m_50m_sens_contig_5668701,Pseudomonadota;Alphaproteobacteria
OC1703_4500m_4000m_sens_contig_1401296,Pseudomonadota;Alphaproteobacteria
OC1703_4500m_3000m_sens_contig_2752247,Pseudomonadota;Alphaproteobacteria
OC1703_4500m_1000m_sens_contig_613691,Pseudomonadota;Alphaproteobacteria
OC1703_4500m_2000m_sens_contig_4789565,Nitrospinota
OC1703_4500m_4000m_sens_contig_1023617,Nitrospinota
OC1703_4500m_2000m_sens_contig_2386907,Pseudomonadota;Alphaproteobacteria
OC1703_4500m_4000m_sens_contig_898248,Pseudomonadota;Alphaproteobacteria
OC1703_500m_50m_sens_contig_3078901,Pseudomonadota;Alphaproteobacteria
OC1703_3000m_150m_sens_contig_3923362,Pseudomonadota;Alphaproteobacteria
OC1703_4500m_150m_sens_contig_2856431,Pseudomonadota;Alphaproteobacteria
OC1703_4500m_3000m_sens_contig_526844,Pseudomonadota;Alphaproteobacteria
OC1703_4500m_4000m_sens_contig_359415,Pseudomonadota;Alphaproteobacteria
OC1703_3500m_3000m_sens_contig_2206367,Pseudomonadota;Alphaproteobacteria
OC1703_3000m_3000m_sens_contig_3106428,Pseudomonadota;Alphaproteobacteria
OC1703_4000m_3000m_sens_contig_2664477,Pseudomonadota;Alphaproteobacteria
OC1703_4500m_4000m_sens_contig_3078618,Pseudomonadota;Alphaproteobacteria
OC1703_4500m_4000m_sens_contig_3393515,Pseudomonadota;Alphaproteobacteria
OC1703_4000m_2000m_sens_contig_1865451,Pseudomonadota;Alphaproteobacteria
OC1703_4500m_2000m_sens_contig_774948,Pseudomonadota;Alphaproteobacteria
OC1703_4500m_150m_sens_contig_4932581,Pseudomonadota;Alphaproteobacteria
OC1703_4500m_4000m_sens_contig_1060102,Pseudomonadota;Alphaproteobacteria
OC1703_4500m_150m_sens_contig_2055712,Pseudomonadota;Alphaproteobacteria
OC1703_3500m_150m_sens_contig_151986,Pseudomonadota;Alphaproteobacteria
OC1703_3000m_500m_sens_contig_4049189,Pseudomonadota;Alphaproteobacteria
OC1703_4500m_4000m_sens_contig_4233926,Pseudomonadota;Alphaproteobacteria
OC1703_4500m_2000m_sens_contig_3172419,Pseudomonadota;Alphaproteobacteria
OC1703_4500m_3000m_sens_contig_2412774,Gemmatimonadota
OC1703_4500m_2000m_sens_contig_439543,Gemmatimonadota
OC1703_4500m_4000m_sens_contig_920716,Gemmatimonadota
OC1703_4000m_2000m_sens_contig_2431021,Gemmatimonadota
OC1703_3500m_3000m_sens_contig_303472,Acidobacteriota
OC1703_3000m_50m_sens_contig_1448675,Pseudomonadota;Alphaproteobacteria
OC1703_3500m_50m_sens_contig_1370491,Pseudomonadota;Alphaproteobacteria
OC1703_4000m_50m_sens_contig_3488560,Pseudomonadota;Alphaproteobacteria
OC1703_500m_50m_sens_contig_419549,Pseudomonadota;Alphaproteobacteria
OC1703_4500m_150m_sens_contig_2370861,Pseudomonadota;Alphaproteobacteria
OC1703_3000m_50m_sens_contig_1958042,Pseudomonadota;Alphaproteobacteria
OC1703_4500m_500m_sens_contig_5775611,Pseudomonadota;Alphaproteobacteria
OC1703_3500m_150m_sens_contig_781352,Pseudomonadota;Alphaproteobacteria
OC1703_4500m_4000m_sens_contig_517943,Candidatus Zixiibacteriota
OC1703_3500m_2000m_sens_contig_2924277,Candidatus Zixiibacteriota
OC1703_3000m_2000m_sens_contig_1852046,Candidatus Zixiibacteriota
OC1703_4000m_2000m_sens_contig_2108350,Candidatus Zixiibacteriota
OC1703_4500m_2000m_sens_contig_4741295,Candidatus Zixiibacteriota
OC1703_4000m_1000m_sens_contig_2442157,Candidatus Zixiibacteriota
OC1703_3500m_3000m_sens_contig_2526325,Candidatus Zixiibacteriota
OC1703_4500m_500m_sens_contig_5827629,Candidatus Zixiibacteriota
OC1703_4500m_1000m_sens_contig_4558493,Candidatus Zixiibacteriota
OC1703_3000m_3000m_sens_contig_12134,Pseudomonadota;Alphaproteobacteria
OC1703_4500m_4000m_sens_contig_4030652,Pseudomonadota;Alphaproteobacteria
OC1703_4500m_3000m_sens_contig_38513,Pseudomonadota;Alphaproteobacteria
OC1703_4500m_4000m_sens_contig_1734048,Pseudomonadota;Alphaproteobacteria
OC1703_4500m_4000m_sens_contig_3241868,Pseudomonadota;Alphaproteobacteria
OC1703_4000m_1000m_sens_contig_3739162,Pseudomonadota;Alphaproteobacteria
OC1703_4000m_2000m_sens_contig_3250326,Pseudomonadota;Alphaproteobacteria
OC1703_4500m_1000m_sens_contig_4030031,Pseudomonadota;Alphaproteobacteria
OC1703_4500m_150m_sens_contig_3546003,Pseudomonadota;Alphaproteobacteria
OC1703_4500m_4000m_sens_contig_3200591,Pseudomonadota;Alphaproteobacteria
OC1703_3000m_1000m_sens_contig_4762820,Pseudomonadota;Alphaproteobacteria
OC1703_4500m_1000m_sens_contig_2319888,Pseudomonadota;Alphaproteobacteria
OC1703_4500m_4000m_sens_contig_295523,Pseudomonadota;Alphaproteobacteria
OC1703_4500m_3000m_sens_contig_1615234,Pseudomonadota;Alphaproteobacteria
OC1703_4000m_1000m_sens_contig_2818070,SAR324
OC1703_3000m_1000m_sens_contig_3439238,SAR324
OC1703_3500m_150m_sens_contig_4082835,SAR324
OC1703_4500m_500m_sens_contig_1321358,SAR324
OC1703_3500m_1000m_sens_contig_922733,SAR324
OC1703_3000m_2000m_sens_contig_1061230,SAR324
OC1703_4500m_2000m_sens_contig_1637472,SAR324
OC1703_4500m_3000m_sens_contig_223439,SAR324
OC1703_4500m_1000m_sens_contig_1338751,SAR324
OC1703_3000m_500m_sens_contig_2697579,SAR324
OC1703_4000m_500m_sens_contig_1856588,SAR324
OC1703_4000m_2000m_sens_contig_1885545,SAR324
OC1703_3500m_3000m_sens_contig_3066066,SAR324
OC1703_4000m_3000m_sens_contig_46470,SAR324
OC1703_500m_500m_sens_contig_2997290,SAR324
OC1703_3500m_500m_sens_contig_196135,SAR324
OC1703_4500m_2000m_sens_contig_1744742,SAR324
OC1703_4500m_4000m_sens_contig_602809,Pseudomonadota;Alphaproteobacteria
OC1703_4500m_150m_sens_contig_5104515,Pseudomonadota;Alphaproteobacteria
OC1703_3000m_50m_sens_contig_4449173,Pseudomonadota;Alphaproteobacteria
OC1703_4500m_4000m_sens_contig_3031577,Pseudomonadota;Alphaproteobacteria
OC1703_4000m_150m_sens_contig_697582,Lentisphaerota
OC1703_4500m_3000m_sens_contig_2429924,Lentisphaerota
OC1703_4500m_1000m_sens_contig_2202980,Lentisphaerota
OC1703_4500m_150m_sens_contig_210714,Lentisphaerota
OC1703_4500m_4000m_sens_contig_260523,Lentisphaerota
OC1703_4000m_500m_sens_contig_2586661,Lentisphaerota
OC1703_3000m_500m_sens_contig_4136763,Lentisphaerota
OC1703_4500m_500m_sens_contig_793889,Lentisphaerota
OC1703_3500m_150m_sens_contig_4436216,Lentisphaerota
OC1703_3000m_150m_sens_contig_1507289,Pseudomonadota;Alphaproteobacteria
OC1703_4500m_150m_sens_contig_1194544,Pseudomonadota;Alphaproteobacteria
OC1703_4000m_150m_sens_contig_3609630,Pseudomonadota;Alphaproteobacteria
OC1703_3500m_150m_sens_contig_2421561,Pseudomonadota;Alphaproteobacteria
OC1703_500m_50m_sens_contig_1983234,Pseudomonadota;Alphaproteobacteria
OC1703_4000m_3000m_sens_contig_2712697,Pseudomonadota;Alphaproteobacteria
OC1703_4500m_2000m_sens_contig_2990341,Pseudomonadota;Alphaproteobacteria
OC1703_4500m_3000m_sens_contig_4730489,Pseudomonadota;Alphaproteobacteria
OC1703_3500m_2000m_sens_contig_2587531,Pseudomonadota;Alphaproteobacteria
OC1703_3500m_3000m_sens_contig_2019917,Pseudomonadota;Alphaproteobacteria
OC1703_3000m_2000m_sens_contig_673772,Pseudomonadota;Alphaproteobacteria
OC1703_3000m_3000m_sens_contig_324173,Pseudomonadota;Alphaproteobacteria
OC1703_4000m_2000m_sens_contig_1759924,Pseudomonadota;Alphaproteobacteria
OC1703_3500m_500m_sens_contig_35008,Pseudomonadota;Alphaproteobacteria
OC1703_4000m_1000m_sens_contig_1187435,Pseudomonadota;Alphaproteobacteria
OC1703_3000m_500m_sens_contig_334039,Pseudomonadota;Alphaproteobacteria
OC1703_500m_150m_sens_contig_4082590,Pseudomonadota;Alphaproteobacteria
OC1703_3000m_150m_sens_contig_1453000,Pseudomonadota;Alphaproteobacteria
OC1703_4500m_500m_sens_contig_1933603,Pseudomonadota;Alphaproteobacteria
OC1703_500m_500m_sens_contig_2575204,Pseudomonadota;Alphaproteobacteria
OC1703_3000m_1000m_sens_contig_4020992,Pseudomonadota;Alphaproteobacteria
OC1703_4500m_50m_sens_contig_4155868,Pseudomonadota;Alphaproteobacteria
OC1703_500m_50m_sens_contig_1324154,Pseudomonadota;Alphaproteobacteria
OC1703_500m_50m_sens_contig_406250,Pseudomonadota;Alphaproteobacteria
OC1703_500m_50m_sens_contig_1918853,Pseudomonadota;Alphaproteobacteria
OC1703_3000m_50m_sens_contig_4942169,Pseudomonadota;Alphaproteobacteria
OC1703_3500m_50m_sens_contig_667512,Pseudomonadota;Alphaproteobacteria
OC1703_4500m_50m_sens_contig_5515595,Pseudomonadota;Alphaproteobacteria
OC1703_4500m_50m_sens_contig_476769,Pseudomonadota;Alphaproteobacteria
OC1703_3000m_50m_sens_contig_3350033,Pseudomonadota;Alphaproteobacteria
OC1703_3000m_50m_sens_contig_2959730,Pseudomonadota;Alphaproteobacteria
OC1703_3500m_50m_sens_contig_1638131,Pseudomonadota;Alphaproteobacteria
OC1703_4500m_50m_sens_contig_6699178,Pseudomonadota;Alphaproteobacteria
OC1703_500m_50m_sens_contig_4162883,Pseudomonadota;Alphaproteobacteria
OC1703_4000m_50m_sens_contig_2015754,Pseudomonadota;Alphaproteobacteria
OC1703_4000m_50m_sens_contig_3366727,Pseudomonadota;Alphaproteobacteria
OC1703_4500m_50m_sens_contig_4487098,Pseudomonadota;Alphaproteobacteria
OC1703_500m_50m_sens_contig_436308,Pseudomonadota;Alphaproteobacteria
OC1703_3000m_150m_sens_contig_2548210,Pseudomonadota;Alphaproteobacteria
OC1703_3500m_150m_sens_contig_3131959,Pseudomonadota;Alphaproteobacteria
OC1703_4000m_50m_sens_contig_740010,Pseudomonadota;Alphaproteobacteria
OC1703_4500m_50m_sens_contig_6444539,Pseudomonadota;Alphaproteobacteria
OC1703_500m_50m_sens_contig_3682064,Pseudomonadota;Alphaproteobacteria
OC1703_3000m_50m_sens_contig_1532765,Pseudomonadota;Alphaproteobacteria
OC1703_3500m_50m_sens_contig_4493691,Pseudomonadota;Alphaproteobacteria
OC1703_500m_50m_sens_contig_3905954,Pseudomonadota;Alphaproteobacteria
OC1703_3000m_150m_sens_contig_1123313,Pseudomonadota;Alphaproteobacteria
OC1703_3000m_50m_sens_contig_198070,Pseudomonadota;Alphaproteobacteria
OC1703_3000m_2000m_sens_contig_2358256,Myxococcota
OC1703_4000m_2000m_sens_contig_3519398,Myxococcota
OC1703_4500m_2000m_sens_contig_3561552,Myxococcota
OC1703_4500m_150m_sens_contig_3202612,Pseudomonadota;Alphaproteobacteria
OC1703_500m_50m_sens_contig_623831,Pseudomonadota;Alphaproteobacteria
OC1703_3000m_150m_sens_contig_19257,Chloroflexota
OC1703_3500m_150m_sens_contig_1812111,Chloroflexota
OC1703_4500m_150m_sens_contig_581267,Chloroflexota
OC1703_3000m_150m_sens_contig_5131076,Chloroflexota
OC1703_500m_50m_sens_contig_1513728,Chloroflexota
OC1703_4500m_50m_sens_contig_7018780,Actinomycetota
OC1703_3000m_50m_sens_contig_1541853,Actinomycetota
OC1703_4000m_50m_sens_contig_834990,Actinomycetota
OC1703_3500m_50m_sens_contig_408794,Actinomycetota
OC1703_3000m_3000m_sens_contig_1870337,Myxococcota
OC1703_4500m_150m_sens_contig_4095253,Actinomycetota
OC1703_500m_50m_sens_contig_3953469,Actinomycetota
OC1703_3000m_150m_sens_contig_2455374,Actinomycetota
OC1703_4000m_150m_sens_contig_1086592,Actinomycetota
OC1703_3500m_150m_sens_contig_4545770,Actinomycetota
OC1703_3500m_150m_sens_contig_5518946,Actinomycetota
OC1703_500m_150m_sens_contig_4087254,Actinomycetota
OC1703_4500m_3000m_sens_contig_1023332,Actinomycetota
OC1703_3500m_3000m_sens_contig_2475786,Actinomycetota
OC1703_4000m_3000m_sens_contig_2598901,Actinomycetota
OC1703_3000m_3000m_sens_contig_1110508,Actinomycetota
OC1703_4500m_2000m_sens_contig_687197,Actinomycetota
OC1703_3500m_2000m_sens_contig_2850996,Actinomycetota
OC1703_3000m_2000m_sens_contig_4266735,Actinomycetota
OC1703_4000m_2000m_sens_contig_2605910,Actinomycetota
OC1703_4500m_1000m_sens_contig_3486516,Actinomycetota
OC1703_3000m_1000m_sens_contig_257134,Actinomycetota
OC1703_4000m_1000m_sens_contig_1176939,Actinomycetota
OC1703_3000m_500m_sens_contig_3002831,Actinomycetota
OC1703_3500m_1000m_sens_contig_491783,Actinomycetota
OC1703_3500m_500m_sens_contig_1513246,Actinomycetota
OC1703_4500m_500m_sens_contig_5690067,Actinomycetota
OC1703_4000m_500m_sens_contig_2261082,Actinomycetota
OC1703_3000m_500m_sens_contig_1895873,Actinomycetota
OC1703_4500m_150m_sens_contig_3029585,Actinomycetota
OC1703_3000m_150m_sens_contig_3918463,Actinomycetota
OC1703_3500m_150m_sens_contig_905165,Actinomycetota
OC1703_500m_150m_sens_contig_4109508,Actinomycetota
OC1703_4500m_150m_sens_contig_2887010,Actinomycetota
OC1703_4500m_3000m_sens_contig_350619,Chloroflexota
OC1703_4500m_2000m_sens_contig_131618,Chloroflexota
OC1703_4500m_3000m_sens_contig_3488033,Myxococcota
OC1703_4500m_2000m_sens_contig_778737,Myxococcota
OC1703_4500m_1000m_sens_contig_3285089,Myxococcota
OC1703_4000m_1000m_sens_contig_931806,Myxococcota
OC1703_3000m_1000m_sens_contig_4338061,Myxococcota
OC1703_4000m_2000m_sens_contig_2212705,Myxococcota
OC1703_3500m_2000m_sens_contig_169779,Myxococcota
OC1703_3500m_1000m_sens_contig_2040673,Myxococcota
OC1703_4000m_150m_sens_contig_2095958,Myxococcota
OC1703_3500m_150m_sens_contig_643959,Myxococcota
OC1703_500m_50m_sens_contig_3082965,Myxococcota
OC1703_4000m_2000m_sens_contig_1644430,Myxococcota
OC1703_3000m_2000m_sens_contig_3385379,Myxococcota
OC1703_3500m_3000m_sens_contig_2455390,Myxococcota
OC1703_4000m_1000m_sens_contig_2849948,Myxococcota
OC1703_4500m_3000m_sens_contig_3511581,Myxococcota
OC1703_4500m_3000m_sens_contig_4853184,Myxococcota
OC1703_4500m_4000m_sens_contig_1859059,Myxococcota
OC1703_3000m_3000m_sens_contig_134519,Myxococcota
OC1703_3000m_150m_sens_contig_3930561,Myxococcota
OC1703_4500m_150m_sens_contig_719299,Myxococcota
OC1703_4500m_3000m_sens_contig_181812,Myxococcota
OC1703_3500m_3000m_sens_contig_3217083,Myxococcota
OC1703_4500m_2000m_sens_contig_3424870,Myxococcota
OC1703_3500m_2000m_sens_contig_81400,Myxococcota
OC1703_4000m_2000m_sens_contig_1723489,Myxococcota
OC1703_4000m_3000m_sens_contig_1868992,Myxococcota
OC1703_3000m_2000m_sens_contig_3202131,Myxococcota
OC1703_3000m_1000m_sens_contig_2907186,Myxococcota
OC1703_3000m_3000m_sens_contig_2108778,Myxococcota
OC1703_4000m_1000m_sens_contig_3796617,Myxococcota
OC1703_3000m_500m_sens_contig_4107853,Myxococcota
OC1703_3000m_2000m_sens_contig_4051033,Myxococcota
OC1703_4500m_4000m_sens_contig_2748901,Myxococcota
OC1703_3000m_3000m_sens_contig_2520617,Myxococcota
OC1703_3000m_3000m_sens_contig_3482495,Myxococcota
OC1703_3000m_3000m_sens_contig_2323309,Myxococcota
OC1703_3500m_1000m_sens_contig_3151069,Pseudomonadota;Gammaproteobacteria
OC1703_3000m_1000m_sens_contig_4956367,Pseudomonadota;Gammaproteobacteria
OC1703_4000m_1000m_sens_contig_2380398,Pseudomonadota;Gammaproteobacteria
OC1703_3000m_50m_sens_contig_4660086,unclassified
OC1703_3000m_1000m_sens_contig_1986877,Pseudomonadota;Gammaproteobacteria
OC1703_4500m_2000m_sens_contig_2494773,Pseudomonadota;Gammaproteobacteria
OC1703_3000m_50m_sens_contig_5064165,Pseudomonadota;Gammaproteobacteria
OC1703_3000m_150m_sens_contig_2490469,Pseudomonadota;Gammaproteobacteria
OC1703_3000m_150m_sens_contig_1195922,Pseudomonadota;Gammaproteobacteria
OC1703_500m_50m_sens_contig_1111650,Pseudomonadota;Gammaproteobacteria
OC1703_3500m_150m_sens_contig_2072329,Pseudomonadota;Gammaproteobacteria
OC1703_3000m_150m_sens_contig_4877278,Pseudomonadota;Gammaproteobacteria
OC1703_500m_150m_sens_contig_4079930,Pseudomonadota;Gammaproteobacteria
OC1703_3000m_150m_sens_contig_1571202,Pseudomonadota;Gammaproteobacteria
OC1703_4000m_50m_sens_contig_2608753,Cyanobacteriota
OC1703_4500m_50m_sens_contig_2007379,Cyanobacteriota
OC1703_3500m_50m_sens_contig_1938696,Cyanobacteriota
OC1703_4000m_50m_sens_contig_1657058,Cyanobacteriota
OC1703_4500m_50m_sens_contig_6918609,Cyanobacteriota
OC1703_4000m_50m_sens_contig_3057924,Cyanobacteriota
OC1703_3500m_50m_sens_contig_2407514,Cyanobacteriota
OC1703_4500m_50m_sens_contig_603161,Cyanobacteriota
OC1703_4500m_50m_sens_contig_4896739,Cyanobacteriota
OC1703_3500m_50m_sens_contig_2360462,Cyanobacteriota
OC1703_4000m_1000m_sens_contig_2698268,Pseudomonadota;Gammaproteobacteria
OC1703_3000m_2000m_sens_contig_4122820,Pseudomonadota;Gammaproteobacteria
OC1703_3000m_500m_sens_contig_2066288,Pseudomonadota;Gammaproteobacteria
OC1703_3500m_2000m_sens_contig_1680931,Pseudomonadota;Gammaproteobacteria
OC1703_4000m_2000m_sens_contig_597232,Pseudomonadota;Gammaproteobacteria
OC1703_3000m_1000m_sens_contig_1636076,Pseudomonadota;Gammaproteobacteria
OC1703_3000m_3000m_sens_contig_2908520,Pseudomonadota;Gammaproteobacteria
OC1703_4500m_3000m_sens_contig_1223097,Pseudomonadota;Gammaproteobacteria
OC1703_500m_50m_sens_contig_1029221,Pseudomonadota;Gammaproteobacteria
OC1703_3000m_150m_sens_contig_2227523,Pseudomonadota;Gammaproteobacteria
OC1703_3500m_150m_sens_contig_638722,Pseudomonadota;Gammaproteobacteria
OC1703_4500m_4000m_sens_contig_4400511,Pseudomonadota;Gammaproteobacteria
OC1703_3500m_3000m_sens_contig_3525853,Pseudomonadota;Gammaproteobacteria
OC1703_500m_150m_sens_contig_956158,Pseudomonadota;Gammaproteobacteria
OC1703_4000m_3000m_sens_contig_777582,Pseudomonadota;Gammaproteobacteria
OC1703_4500m_1000m_sens_contig_1943537,Pseudomonadota;Gammaproteobacteria
OC1703_3000m_150m_sens_contig_3079998,Pseudomonadota;Gammaproteobacteria
OC1703_4500m_150m_sens_contig_2445885,Pseudomonadota;Gammaproteobacteria
OC1703_3000m_1000m_sens_contig_1190679,Pseudomonadota;Gammaproteobacteria
OC1703_3000m_500m_sens_contig_4430598,Pseudomonadota;Gammaproteobacteria
OC1703_3500m_1000m_sens_contig_2126754,Pseudomonadota;Gammaproteobacteria
OC1703_4500m_2000m_sens_contig_2227044,Pseudomonadota;Gammaproteobacteria
OC1703_4000m_1000m_sens_contig_2074476,Pseudomonadota;Gammaproteobacteria
OC1703_4000m_2000m_sens_contig_2489282,Pseudomonadota;Gammaproteobacteria
OC1703_3500m_50m_sens_contig_2968060,Pseudomonadota;Gammaproteobacteria
OC1703_3500m_3000m_sens_contig_440155,Pseudomonadota;Gammaproteobacteria
OC1703_3000m_3000m_sens_contig_29206,Pseudomonadota;Gammaproteobacteria
OC1703_4500m_4000m_sens_contig_3920157,Pseudomonadota;Gammaproteobacteria
OC1703_3500m_3000m_sens_contig_621247,Pseudomonadota;Gammaproteobacteria
OC1703_3000m_3000m_sens_contig_2209789,Pseudomonadota;Gammaproteobacteria
OC1703_4500m_4000m_sens_contig_624887,Pseudomonadota;Gammaproteobacteria
OC1703_4500m_3000m_sens_contig_3351043,Pseudomonadota;Gammaproteobacteria
OC1703_3000m_3000m_sens_contig_1835669,Pseudomonadota;Gammaproteobacteria
OC1703_4500m_4000m_sens_contig_225767,Pseudomonadota;Gammaproteobacteria
OC1703_3500m_3000m_sens_contig_1844360,Pseudomonadota;Gammaproteobacteria
OC1703_4000m_3000m_sens_contig_2784697,Pseudomonadota;Gammaproteobacteria
OC1703_4500m_4000m_sens_contig_4467393,Pseudomonadota;Gammaproteobacteria
OC1703_4000m_3000m_sens_contig_1270876,Pseudomonadota;Gammaproteobacteria
OC1703_3000m_3000m_sens_contig_2813648,Pseudomonadota;Gammaproteobacteria
OC1703_3500m_3000m_sens_contig_2485504,Pseudomonadota;Gammaproteobacteria
OC1703_4500m_3000m_sens_contig_2261633,Pseudomonadota;Gammaproteobacteria
OC1703_4000m_1000m_sens_contig_972448,Pseudomonadota;Gammaproteobacteria
OC1703_3500m_1000m_sens_contig_25088,Pseudomonadota;Gammaproteobacteria
OC1703_500m_150m_sens_contig_1937126,Pseudomonadota;Gammaproteobacteria
OC1703_500m_150m_sens_contig_4192303,Pseudomonadota;Gammaproteobacteria
OC1703_3500m_150m_sens_contig_1183469,Pseudomonadota;Gammaproteobacteria
OC1703_500m_50m_sens_contig_3959088,Pseudomonadota;Gammaproteobacteria
OC1703_3000m_150m_sens_contig_2658092,Pseudomonadota;Gammaproteobacteria
OC1703_3000m_50m_sens_contig_2419928,Pseudomonadota;Gammaproteobacteria
OC1703_3500m_50m_sens_contig_1093038,Pseudomonadota;Gammaproteobacteria
OC1703_4000m_50m_sens_contig_1423910,Pseudomonadota;Gammaproteobacteria
OC1703_4500m_4000m_sens_contig_3400664,Pseudomonadota;Gammaproteobacteria
OC1703_3000m_3000m_sens_contig_2300257,Pseudomonadota;Gammaproteobacteria
OC1703_3500m_2000m_sens_contig_532684,Pseudomonadota;Gammaproteobacteria
OC1703_4000m_2000m_sens_contig_961151,Pseudomonadota;Gammaproteobacteria
OC1703_4500m_2000m_sens_contig_1721583,Pseudomonadota;Gammaproteobacteria
OC1703_4000m_3000m_sens_contig_404978,Pseudomonadota;Gammaproteobacteria
OC1703_500m_500m_sens_contig_2762647,Pseudomonadota;Gammaproteobacteria
OC1703_4500m_500m_sens_contig_4911652,Pseudomonadota;Gammaproteobacteria
OC1703_4500m_4000m_sens_contig_1202381,Pseudomonadota;Gammaproteobacteria
OC1703_4500m_2000m_sens_contig_2897911,Pseudomonadota;Gammaproteobacteria
OC1703_4000m_3000m_sens_contig_1313233,Pseudomonadota;Gammaproteobacteria
OC1703_3000m_3000m_sens_contig_1236379,Pseudomonadota;Gammaproteobacteria
OC1703_4000m_2000m_sens_contig_2199986,Pseudomonadota;Gammaproteobacteria
OC1703_3500m_3000m_sens_contig_3243923,Pseudomonadota;Gammaproteobacteria
OC1703_4500m_3000m_sens_contig_3646988,Pseudomonadota;Gammaproteobacteria
OC1703_3500m_2000m_sens_contig_1752138,Pseudomonadota;Gammaproteobacteria
OC1703_3000m_2000m_sens_contig_1739396,Pseudomonadota;Gammaproteobacteria
OC1703_3000m_1000m_sens_contig_5149068,Pseudomonadota;Gammaproteobacteria
OC1703_4000m_1000m_sens_contig_104668,Pseudomonadota;Gammaproteobacteria
OC1703_4500m_1000m_sens_contig_2618290,Pseudomonadota;Gammaproteobacteria
OC1703_3500m_150m_sens_contig_1000145,Pseudomonadota;Gammaproteobacteria
OC1703_4000m_1000m_sens_contig_2087503,Pseudomonadota;Gammaproteobacteria
OC1703_3500m_1000m_sens_contig_394157,Pseudomonadota;Gammaproteobacteria
OC1703_500m_50m_sens_contig_3589616,Pseudomonadota;Gammaproteobacteria
OC1703_3000m_150m_sens_contig_4945628,Pseudomonadota;Gammaproteobacteria
OC1703_3500m_150m_sens_contig_1197656,Pseudomonadota;Gammaproteobacteria
OC1703_4500m_150m_sens_contig_1164927,Pseudomonadota;Gammaproteobacteria
OC1703_4000m_150m_sens_contig_2289542,Pseudomonadota;Gammaproteobacteria
OC1703_500m_500m_sens_contig_2575754,Pseudomonadota;Gammaproteobacteria
OC1703_500m_500m_sens_contig_898987,Pseudomonadota;Gammaproteobacteria
OC1703_3500m_500m_sens_contig_1608551,unclassified
